ID;Name;LongName;Parent;Component;Path;Line;Column;EndLine;EndColumn;CC;CCL;CCO;CI;CLC;CLLC;LDC;LLDC;LCOM5;NL;NLE;WMC;CBO;CBOI;NII;NOI;RFC;AD;CD;CLOC;DLOC;PDA;PUA;TCD;TCLOC;DIT;NOA;NOC;NOD;NOP;LLOC;LOC;Natt;NG;NLA;NLG;NLM;NLPA;NLPM;NLS;NM;NOS;NPA;NPM;NS;TLLOC;TLOC;TNA;TNG;TNLA;TNLG;TNLM;TNLPA;TNLPM;TNLS;TNM;TNOS;TNPA;TNPM;TNS;WarningBlocker;WarningCritical;WarningInfo;WarningMajor;WarningMinor;Bad Practice Rules;Best Practice Rules;Clone Metric Rules;Code Style Rules;Cohesion Metric Rules;Complexity Metric Rules;Correctness Rules;Coupling Metric Rules;Design Rules;Documentation Metric Rules;Documentation Rules;Dodgy Code Rules;Error Prone Rules;Experimental Rules;Inheritance Metric Rules;Internationalization Rules;Multithreaded Correctness Rules;Multithreading Rules;Optimization Rules;Performance Rules;Runtime Rules;Security Code Guideline Rules;Security Rules;Size Metric Rules;Vulnerability Rules
L35066;TrecFBISParser;org.apache.lucene.benchmark.byTask.feeds.TrecFBISParser;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\feeds\TrecFBISParser.java;26;1;65;2;0;0;0;0;0;0;0;0;1;2;2;3;4;0;0;8;9;0.5;0.179487;7;3;1;1;0.179487;7;1;1;0;0;1;32;40;11;0;7;0;1;0;1;0;5;17;1;5;0;32;40;11;0;7;0;1;0;1;0;5;17;1;5;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
L35072;TrecFR94Parser;org.apache.lucene.benchmark.byTask.feeds.TrecFR94Parser;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\feeds\TrecFR94Parser.java;26;1;66;2;0;0;0;0;0;0;0;0;1;2;2;3;4;0;0;8;9;1;0.195122;8;4;2;0;0.195122;8;1;1;0;0;1;33;41;10;0;6;0;1;0;1;0;5;15;1;5;0;33;41;10;0;6;0;1;0;1;0;5;15;1;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
L35078;TrecFTParser;org.apache.lucene.benchmark.byTask.feeds.TrecFTParser;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\feeds\TrecFTParser.java;26;1;57;2;0;0;0;0;0;0;0;0;1;1;1;2;4;0;0;8;9;0.5;0.206897;6;3;1;1;0.206897;6;1;1;0;0;1;23;32;8;0;4;0;1;0;1;0;5;12;1;5;0;23;32;8;0;4;0;1;0;1;0;5;12;1;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L34977;TrecGov2Parser;org.apache.lucene.benchmark.byTask.feeds.TrecGov2Parser;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\feeds\TrecGov2Parser.java;27;1;54;2;0;0;0;0;0;0;0;0;1;2;2;3;5;0;0;4;5;0.5;0.148148;4;3;1;1;0.148148;4;1;1;0;0;1;23;28;8;0;4;0;1;0;1;0;5;11;1;5;0;23;28;8;0;4;0;1;0;1;0;5;11;1;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L35084;TrecLATimesParser;org.apache.lucene.benchmark.byTask.feeds.TrecLATimesParser;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\feeds\TrecLATimesParser.java;26;1;71;2;0;0;0;0;0;0;0;0;1;2;2;5;4;0;0;9;10;0.5;0.177778;8;3;1;1;0.177778;8;1;1;0;0;1;37;46;11;0;7;0;1;0;1;0;5;20;1;5;0;37;46;11;0;7;0;1;0;1;0;5;20;1;5;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
L35229;TrecParserByPath;org.apache.lucene.benchmark.byTask.feeds.TrecParserByPath;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\feeds\TrecParserByPath.java;25;1;33;2;0;0;0;0;0;0;0;0;1;0;0;1;4;1;0;1;2;0.5;0.363636;4;4;1;1;0.363636;4;1;1;0;0;1;7;9;4;0;0;0;1;0;1;0;5;1;1;5;0;7;9;4;0;0;0;1;0;1;0;5;1;1;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L35238;DocMakerTest;org.apache.lucene.benchmark.byTask.feeds.DocMakerTest;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\test\org\apache\lucene\benchmark\byTask\feeds\DocMakerTest.java;42;1;189;2;0;0;0;0;0;0;0;0;3;1;1;8;24;0;0;26;31;0.75;0.173469;17;3;3;1;0.144068;17;2;2;0;0;1;81;122;50;9;0;0;5;0;3;0;120;63;28;103;3;101;148;63;15;1;1;7;0;5;0;134;73;28;113;4;0;0;27;4;14;0;14;0;0;1;0;0;2;2;16;1;0;0;0;0;0;0;0;0;1;0;0;0;8;0
L35312;EnwikiContentSourceTest;org.apache.lucene.benchmark.byTask.feeds.EnwikiContentSourceTest;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\test\org\apache\lucene\benchmark\byTask\feeds\EnwikiContentSourceTest.java;31;1;179;2;0;0;0;0;0;0;0;0;1;1;1;8;7;0;0;12;18;0;0.0363636;4;0;0;4;0.0413223;5;1;1;0;0;1;106;135;49;6;2;0;6;0;3;0;112;40;28;96;3;116;149;74;13;3;0;8;0;4;0;132;42;28;109;5;0;1;32;1;10;0;8;0;2;0;0;0;0;1;22;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0
L35351;LineDocSourceTest;org.apache.lucene.benchmark.byTask.feeds.LineDocSourceTest;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\test\org\apache\lucene\benchmark\byTask\feeds\LineDocSourceTest.java;50;1;241;2;0;0;0;0;0;0;0;0;1;3;3;25;22;0;0;19;33;0.444444;0.113636;20;4;4;5;0.113636;20;2;2;0;0;1;156;192;51;9;1;0;14;0;8;0;129;107;28;108;3;156;192;51;9;1;0;14;0;8;0;129;107;28;108;3;0;5;37;15;4;0;11;0;0;0;0;0;2;6;27;0;0;3;0;0;0;0;0;0;4;0;0;0;8;0
L35412;TestHtmlParser;org.apache.lucene.benchmark.byTask.feeds.TestHtmlParser;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\test\org\apache\lucene\benchmark\byTask\feeds\TestHtmlParser.java;27;1;142;2;0;0;0;0;0;0;0;0;12;1;1;12;2;0;0;1;13;0.0769231;0.00970874;1;1;1;12;0.00970874;1;1;1;0;0;1;102;116;47;6;0;0;12;0;12;0;118;49;28;105;3;102;116;47;6;0;0;12;0;12;0;118;49;28;105;3;0;0;36;2;25;0;25;0;0;1;0;0;0;0;27;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0
L35434;TrecContentSourceTest;org.apache.lucene.benchmark.byTask.feeds.TrecContentSourceTest;L33586;L103;D:\Descargas\lucene-4.9.1\benchmark\src\test\org\apache\lucene\benchmark\byTask\feeds\TrecContentSourceTest.java;37;1;399;2;0.333333;3;7;7;0.300275;0.31677;109;102;1;3;3;17;10;0;0;16;24;0.428571;0.0414013;13;8;3;4;0.0416667;14;1;1;0;0;1;301;337;47;6;0;0;8;0;6;0;114;86;28;99;3;322;363;78;15;1;0;11;0;8;1;139;94;33;114;6;0;0;70;28;14;0;11;30;1;0;0;0;0;2;28;0;0;27;0;0;0;0;0;0;1;0;0;0;12;0
L35677;Sample;org.apache.lucene.benchmark.byTask.programmatic.Sample;L35674;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\programmatic\Sample.java;33;1;95;2;0;0;0;0;0;0;0;0;1;0;0;2;7;0;0;12;14;0.5;0.272727;15;4;1;1;0.272727;15;0;0;0;0;0;40;63;0;0;0;0;2;0;1;0;2;34;0;1;0;40;63;0;0;0;0;2;0;1;0;2;34;0;1;0;0;0;4;2;0;0;1;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L35493;Points;org.apache.lucene.benchmark.byTask.stats.Points;L35696;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\stats\Points.java;30;1;95;2;0;0;0;0;0;0;0;0;1;0;0;7;3;11;13;3;10;0.857143;0.5;29;27;6;1;0.5;29;0;0;0;0;0;29;66;3;1;3;1;7;0;6;0;7;10;0;6;0;29;66;3;1;3;1;7;0;6;0;7;10;0;6;0;0;0;3;1;8;0;1;0;0;0;0;0;0;1;3;1;0;2;0;0;0;0;3;0;1;0;0;0;0;0
L35747;Report;org.apache.lucene.benchmark.byTask.stats.Report;L35696;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\stats\Report.java;23;1;64;2;0;0;0;0;0;0;0;0;0;0;0;5;0;7;9;0;5;0.833333;0.563636;31;31;5;1;0.563636;31;0;0;0;0;0;24;42;4;4;4;4;5;0;5;0;5;8;0;5;0;24;42;4;4;4;4;5;0;5;0;5;8;0;5;0;0;0;3;0;5;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L35707;TaskStats;org.apache.lucene.benchmark.byTask.stats.TaskStats;L35696;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\stats\TaskStats.java;27;1;226;2;0;0;0;0;0;0;0;0;1;2;2;26;1;11;15;1;18;0.8125;0.375;66;65;13;3;0.375;66;0;0;0;0;0;110;200;12;11;12;11;17;0;15;1;17;54;0;15;1;110;200;12;11;12;11;17;0;15;1;17;54;0;15;1;0;0;15;1;10;0;1;0;3;0;0;0;0;4;11;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0
L35273;AddDocTask;org.apache.lucene.benchmark.byTask.tasks.AddDocTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\AddDocTask.java;31;1;91;2;0.307692;1;2;1;0.163934;0.25;10;10;2;1;1;8;5;4;7;10;17;0.428571;0.285714;16;16;3;4;0.285714;16;1;1;1;1;1;40;61;16;11;2;1;7;0;6;1;36;14;0;27;7;40;61;16;11;2;1;7;0;6;1;36;14;0;27;7;0;0;24;0;4;0;0;11;2;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
L35956;AddFacetedDocTask;org.apache.lucene.benchmark.byTask.tasks.AddFacetedDocTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\AddFacetedDocTask.java;45;1;86;2;0;0;0;0;0;0;0;0;1;2;2;9;8;0;0;14;18;0.25;0.314815;17;17;1;3;0.314815;17;2;2;0;0;1;37;42;17;12;1;1;4;0;3;0;40;18;0;30;7;37;42;17;12;1;1;4;0;3;0;40;18;0;30;7;0;0;10;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L35981;AddIndexesTask;org.apache.lucene.benchmark.byTask.tasks.AddIndexesTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\AddIndexesTask.java;39;1;102;2;0;0;0;0;0;0;0;0;2;2;2;8;7;1;3;14;20;0.285714;0.292308;19;19;2;5;0.292308;19;1;1;0;0;1;46;64;17;10;3;0;6;1;6;1;35;19;1;27;7;46;64;17;10;3;0;6;1;6;1;35;19;1;27;7;0;0;17;0;2;0;0;0;2;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
L36007;AnalyzerFactoryTask;org.apache.lucene.benchmark.byTask.tasks.AnalyzerFactoryTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\AnalyzerFactoryTask.java;80;1;451;2;0;0;0;0;0;0;0;0;3;9;7;73;12;0;0;15;22;0.714286;0.228643;91;79;5;2;0.22807;91;1;1;0;0;1;307;371;23;10;9;0;7;0;6;1;36;158;0;27;7;308;372;26;10;12;0;7;3;6;1;36;158;3;27;7;0;10;39;40;9;0;14;0;3;1;7;0;1;32;14;0;0;6;0;0;0;0;0;0;4;0;0;0;16;0
L36127;BenchmarkHighlighter;org.apache.lucene.benchmark.byTask.tasks.BenchmarkHighlighter;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\BenchmarkHighlighter.java;27;1;30;2;0;0;0;0;0;0;0;0;0;0;0;1;3;7;1;0;1;0.5;0.428571;3;3;1;1;0.428571;3;0;0;3;3;0;4;4;0;0;0;0;1;0;1;0;1;0;0;1;0;4;4;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L36137;ClearStatsTask;org.apache.lucene.benchmark.byTask.tasks.ClearStatsTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\ClearStatsTask.java;26;1;46;2;0;0;0;0;0;0;0;0;2;0;0;3;3;0;0;4;7;0.333333;0.621622;23;23;1;2;0.621622;23;1;1;0;0;1;14;21;14;10;0;0;3;0;2;0;32;4;0;23;6;14;21;14;10;0;0;3;0;2;0;32;4;0;23;6;0;0;6;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L35278;CloseIndexTask;org.apache.lucene.benchmark.byTask.tasks.CloseIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CloseIndexTask.java;31;1;64;2;0;0;0;0;0;0;0;0;2;2;2;6;5;6;13;8;12;0.2;0.176471;6;5;1;4;0.176471;6;1;1;0;0;1;28;34;15;10;1;0;4;0;4;1;33;12;0;25;7;28;34;15;10;1;0;4;0;4;1;33;12;0;25;7;0;0;12;0;2;0;0;0;2;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36167;CloseReaderTask;org.apache.lucene.benchmark.byTask.tasks.CloseReaderTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CloseReaderTask.java;30;1;47;2;0.859649;1;2;1;0.555556;0.666667;10;10;1;1;1;3;3;0;0;6;8;0.333333;0.25;5;5;1;2;0.25;5;1;1;0;0;1;15;18;14;10;0;0;2;0;2;0;31;7;0;23;6;15;18;14;10;0;0;2;0;2;0;31;7;0;23;6;0;0;16;1;0;0;1;11;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36176;CloseTaxonomyIndexTask;org.apache.lucene.benchmark.byTask.tasks.CloseTaxonomyIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CloseTaxonomyIndexTask.java;29;1;43;2;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;5;7;0.333333;0.266667;4;4;1;2;0.266667;4;1;1;0;0;1;11;15;14;10;0;0;2;0;2;0;31;4;0;23;6;11;15;14;10;0;0;2;0;2;0;31;4;0;23;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36182;CloseTaxonomyReaderTask;org.apache.lucene.benchmark.byTask.tasks.CloseTaxonomyReaderTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CloseTaxonomyReaderTask.java;29;1;46;2;0.859649;1;2;1;0.555556;0.666667;10;10;1;1;1;3;3;0;0;6;8;0.333333;0.210526;4;4;1;2;0.210526;4;1;1;0;0;1;15;18;14;10;0;0;2;0;2;0;31;7;0;23;6;15;18;14;10;0;0;2;0;2;0;31;7;0;23;6;0;0;18;1;0;0;1;11;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36193;CommitIndexTask;org.apache.lucene.benchmark.byTask.tasks.CommitIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CommitIndexTask.java;30;1;61;2;0;0;0;0;0;0;0;0;2;2;2;6;4;1;2;6;10;0.2;0.129032;4;4;1;4;0.129032;4;1;1;0;0;1;27;32;15;10;1;0;4;0;4;1;33;11;0;25;7;27;32;15;10;1;0;4;0;4;1;33;11;0;25;7;0;0;12;0;1;0;0;0;1;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36207;CommitTaxonomyIndexTask;org.apache.lucene.benchmark.byTask.tasks.CommitTaxonomyIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CommitTaxonomyIndexTask.java;25;1;41;2;0;0;0;0;0;0;0;0;1;1;1;3;4;0;0;4;6;0.333333;0.166667;3;3;1;2;0.166667;3;1;1;0;0;1;15;17;14;10;0;0;2;0;2;0;31;6;0;23;6;15;17;14;10;0;0;2;0;2;0;31;6;0;23;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36214;ConsumeContentSourceTask;org.apache.lucene.benchmark.byTask.tasks.ConsumeContentSourceTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\ConsumeContentSourceTask.java;25;1;46;2;0;0;0;0;0;0;0;0;1;0;0;3;4;0;0;3;6;0.333333;0.0555556;1;1;1;2;0.0555556;1;1;1;0;0;1;17;22;16;11;2;1;3;0;2;0;32;5;0;23;6;17;22;16;11;2;1;3;0;2;0;32;5;0;23;6;0;0;10;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L35268;CreateIndexTask;org.apache.lucene.benchmark.byTask.tasks.CreateIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CreateIndexTask.java;69;1;185;2;0;0;0;0;0;0;0;0;1;3;2;21;18;7;14;28;33;0.166667;0.193798;25;25;1;5;0.193798;25;1;1;0;0;1;104;117;14;11;0;1;5;0;5;0;34;66;0;26;6;104;117;14;11;0;1;5;0;5;0;34;66;0;26;6;0;4;16;8;2;0;3;0;2;0;1;0;2;8;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
L36338;CreateTaxonomyIndexTask;org.apache.lucene.benchmark.byTask.tasks.CreateTaxonomyIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\CreateTaxonomyIndexTask.java;31;1;44;2;0;0;0;0;0;0;0;0;1;0;0;2;4;0;0;5;7;0.333333;0.266667;4;4;1;2;0.266667;4;1;1;0;0;1;11;14;14;10;0;0;2;0;2;0;31;4;0;23;6;11;14;14;10;0;0;2;0;2;0;31;4;0;23;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36349;ForceMergeTask;org.apache.lucene.benchmark.byTask.tasks.ForceMergeTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\ForceMergeTask.java;27;1;56;2;0;0;0;0;0;0;0;0;2;1;1;5;3;0;0;5;9;0.2;0.172414;5;4;1;4;0.172414;5;1;1;0;0;1;24;30;15;10;1;0;4;0;4;1;33;9;0;25;7;24;30;15;10;1;0;4;0;4;1;33;9;0;25;7;0;0;12;0;2;0;0;0;2;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36361;NearRealtimeReaderTask;org.apache.lucene.benchmark.byTask.tasks.NearRealtimeReaderTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\NearRealtimeReaderTask.java;36;1;119;2;0;0;0;0;0;0;0;0;2;3;3;12;6;0;0;10;15;0.166667;0.227848;18;10;1;5;0.227848;18;1;1;0;0;1;61;84;17;10;3;0;5;0;5;1;34;37;0;26;7;61;84;17;10;3;0;5;0;5;1;34;37;0;26;7;0;0;15;5;3;0;3;0;3;1;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L36384;NewAnalyzerTask;org.apache.lucene.benchmark.byTask.tasks.NewAnalyzerTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\NewAnalyzerTask.java;36;1;160;2;0;0;0;0;0;0;0;0;2;4;4;22;5;6;6;7;12;0.5;0.235772;29;22;3;3;0.235772;29;1;1;0;0;1;94;125;16;10;2;0;5;0;5;1;34;49;0;26;7;94;125;16;10;2;0;5;0;5;1;34;49;0;26;7;0;0;13;8;1;0;0;0;0;1;2;0;0;8;9;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0
L36405;NewCollationAnalyzerTask;org.apache.lucene.benchmark.byTask.tasks.NewCollationAnalyzerTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\NewCollationAnalyzerTask.java;38;1;125;2;0;0;0;0;0;0;0;0;2;4;3;11;5;0;0;5;10;0.2;0.161765;11;9;1;4;0.206897;18;1;1;0;0;1;57;74;15;10;1;0;5;0;4;1;34;31;0;25;7;69;88;19;10;5;0;6;2;4;1;35;33;2;25;7;0;3;22;7;5;0;4;0;5;1;0;0;0;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
L36444;NewLocaleTask;org.apache.lucene.benchmark.byTask.tasks.NewLocaleTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\NewLocaleTask.java;38;1;89;2;0;0;0;0;0;0;0;0;2;1;1;13;2;0;0;4;9;0.4;0.305085;18;17;2;3;0.305085;18;1;1;0;0;1;41;52;17;10;3;0;5;0;4;1;34;21;0;25;7;41;52;17;10;3;0;5;0;4;1;34;21;0;25;7;0;1;11;1;6;0;2;0;6;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L36469;NewRoundTask;org.apache.lucene.benchmark.byTask.tasks.NewRoundTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\NewRoundTask.java;27;1;46;2;0;0;0;0;0;0;0;0;2;0;0;3;3;0;0;4;7;0.333333;0.621622;23;23;1;2;0.621622;23;1;1;0;0;1;14;20;14;10;0;0;3;0;2;0;32;4;0;23;6;14;20;14;10;0;0;3;0;2;0;32;4;0;23;6;0;0;6;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36479;OpenIndexTask;org.apache.lucene.benchmark.byTask.tasks.OpenIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\OpenIndexTask.java;40;1;80;2;0;0;0;0;0;0;0;0;2;1;1;6;8;1;0;8;12;0.2;0.26087;12;11;1;4;0.26087;12;1;1;0;0;1;34;41;18;10;4;0;4;3;4;1;33;14;3;25;7;34;41;18;10;4;0;4;3;4;1;33;14;3;25;7;0;0;15;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
L36499;OpenReaderTask;org.apache.lucene.benchmark.byTask.tasks.OpenReaderTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\OpenReaderTask.java;35;1;89;2;0;0;0;0;0;0;0;0;2;2;2;12;6;4;2;10;15;0.166667;0.111111;6;5;1;5;0.111111;6;1;1;0;0;1;48;55;16;10;2;0;5;1;5;1;34;24;1;26;7;48;55;16;10;2;0;5;1;5;1;34;24;1;26;7;0;0;19;0;1;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0
L36520;OpenTaxonomyIndexTask;org.apache.lucene.benchmark.byTask.tasks.OpenTaxonomyIndexTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\OpenTaxonomyIndexTask.java;30;1;43;2;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;5;7;0.333333;0.266667;4;4;1;2;0.266667;4;1;1;0;0;1;11;14;14;10;0;0;2;0;2;0;31;4;0;23;6;11;14;14;10;0;0;2;0;2;0;31;4;0;23;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L36527;OpenTaxonomyReaderTask;org.apache.lucene.benchmark.byTask.tasks.OpenTaxonomyReaderTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\OpenTaxonomyReaderTask.java;29;1;45;2;0;0;0;0;0;0;0;0;1;0;0;2;4;0;0;6;8;0.333333;0.277778;5;4;1;2;0.277778;5;1;1;0;0;1;13;17;14;10;0;0;2;0;2;0;31;6;0;23;6;13;17;14;10;0;0;2;0;2;0;31;6;0;23;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L35725;PerfTask;org.apache.lucene.benchmark.byTask.tasks.PerfTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\PerfTask.java;47;1;330;2;0;0;0;0;0;0;0;0;4;2;2;47;4;62;144;8;38;0.608696;0.388679;103;98;14;9;0.388679;103;0;0;38;59;0;162;284;14;10;14;10;30;0;22;6;30;76;0;22;6;162;284;14;10;14;10;30;0;22;6;30;76;0;22;6;0;0;38;9;17;0;2;0;8;1;0;0;1;5;27;2;0;3;0;2;0;0;0;0;6;0;0;0;7;0
L36629;PrintReaderTask;org.apache.lucene.benchmark.byTask.tasks.PrintReaderTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\PrintReaderTask.java;28;1;58;2;0;0;0;0;0;0;0;0;2;1;1;5;6;0;0;10;14;0.2;0.1;3;3;1;4;0.1;3;1;1;0;0;1;27;31;15;10;1;0;4;0;4;1;33;12;0;25;7;27;31;15;10;1;0;4;0;4;1;33;12;0;25;7;0;0;12;1;3;0;1;0;2;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
L35528;ReadTask;org.apache.lucene.benchmark.byTask.tasks.ReadTask;L35857;L103;D:\Descargas\lucene-4.9.1\benchmark\src\java\org\apache\lucene\benchmark\byTask\tasks\ReadTask.java;63;1;308;2;0;0;0;0;0;0;0;0;1;8;8;45;22;9;11;29;48;0.733333;0.318777;73;62;11;4;0.318777;73;1;1;4;11;1;156;246;17;14;3;4;19;0;14;0;48;94;0;35;6;156;246;17;14;3;4;19;0;14;0;48;94;0;35;6;0;0;25;8;5;0;4;0;6;0;5;0;2;2;15;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0
