"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L49894","BlockTreeTermsWriter$PendingEntry","org.apache.lucene.codecs.blocktree.BlockTreeTermsWriter$PendingEntry","L47066","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\blocktree\BlockTreeTermsWriter.java","381","3","387","4","0","0","0","0","0","0","0","0","0","0","0","1","0","3","2","0","1","0","0","0","0","0","1","0","0","0","0","2","2","0","6","7","1","0","1","0","1","1","0","0","1","1","1","0","0","6","7","1","0","1","0","1","1","0","0","1","1","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L49899","BlockTreeTermsWriter$PendingTerm","org.apache.lucene.codecs.blocktree.BlockTreeTermsWriter$PendingTerm","L47066","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\blocktree\BlockTreeTermsWriter.java","389","3","405","4","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","2","4","0","0.0666667","1","1","0","3","0.0666667","1","1","1","0","0","1","14","17","3","0","2","0","2","2","2","0","3","5","3","2","0","14","17","3","0","2","0","2","2","2","0","3","5","3","2","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L49920","BlockTreeTermsWriter$PendingBlock","org.apache.lucene.codecs.blocktree.BlockTreeTermsWriter$PendingBlock","L47066","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\blocktree\BlockTreeTermsWriter.java","426","3","525","4","0.13089","1","1","1","0.11","0.107692","11","7","1","3","3","14","14","1","2","17","21","0","0.261364","23","3","0","4","0.261364","23","1","1","0","0","1","65","100","8","0","7","0","4","7","3","0","5","40","8","3","0","65","100","8","0","7","0","4","7","3","0","5","40","8","3","0","0","0","20","0","2","0","0","7","0","0","0","0","2","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0"
"L49883","BlockTreeTermsWriter$TermsWriter","org.apache.lucene.codecs.blocktree.BlockTreeTermsWriter$TermsWriter","L47066","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\blocktree\BlockTreeTermsWriter.java","530","3","1023","4","0.754997","14","36","14","0.67004","0.671756","331","176","2","4","4","46","21","1","1","32","40","0","0.35468","144","17","0","5","0.35468","144","1","1","0","0","1","262","494","22","1","19","1","8","0","4","0","10","197","0","5","0","262","494","22","1","19","1","8","0","4","0","10","197","0","5","0","0","0","55","1","12","0","1","35","10","1","4","0","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"L51067","CompressingStoredFieldsReader$ChunkIterator","org.apache.lucene.codecs.compressing.CompressingStoredFieldsReader$ChunkIterator","L50826","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingStoredFieldsReader.java","403","3","525","4","0","0","0","0","0","0","0","0","1","4","3","21","15","2","2","15","20","0","0.117117","13","12","0","1","0.117117","13","0","0","0","0","0","98","123","7","0","7","0","5","0","0","0","5","67","0","0","0","98","123","7","0","7","0","5","0","0","0","5","67","0","0","0","0","0","12","0","12","0","1","0","11","0","1","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L51370","CompressingTermVectorsReader$TVFields","org.apache.lucene.codecs.compressing.CompressingTermVectorsReader$TVFields","L51252","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingTermVectorsReader.java","622","3","713","4","0","0","0","0","0","0","0","0","2","2","2","11","7","2","1","4","8","0","0.0147059","1","0","0","5","0.0117647","1","1","1","0","0","1","67","75","16","1","15","0","4","0","4","0","6","40","1","5","0","84","92","17","1","16","0","7","0","7","0","9","46","1","8","0","0","0","28","13","5","0","17","0","0","2","0","0","0","0","20","0","0","0","0","0","0","0","0","0","1","0","0","0","6","0"
"L51445","CompressingTermVectorsReader$TVTerms","org.apache.lucene.codecs.compressing.CompressingTermVectorsReader$TVTerms","L51252","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingTermVectorsReader.java","715","3","798","4","0","0","0","0","0","0","0","0","2","1","1","13","6","1","1","5","16","0","0","0","0","0","11","0","0","1","1","0","0","1","71","84","13","6","12","4","11","0","10","0","15","27","1","13","0","71","84","13","6","12","4","11","0","10","0","15","27","1","13","0","0","0","31","8","4","0","11","0","0","1","0","0","0","1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"L51489","CompressingTermVectorsReader$TVTermsEnum","org.apache.lucene.codecs.compressing.CompressingTermVectorsReader$TVTermsEnum","L51252","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingTermVectorsReader.java","800","3","933","4","0","0","0","0","0","0","0","0","4","3","2","27","9","1","1","10","23","0","0.0258621","3","0","0","11","0.0258621","3","2","2","0","0","1","113","134","17","1","14","1","13","0","10","0","20","57","2","16","0","113","134","17","1","14","1","13","0","10","0","20","57","2","16","0","0","0","36","8","6","0","10","0","2","1","0","0","0","1","29","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0"
"L51563","CompressingTermVectorsReader$TVDocsEnum","org.apache.lucene.codecs.compressing.CompressingTermVectorsReader$TVDocsEnum","L51252","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingTermVectorsReader.java","935","3","1068","4","0","0","0","0","0","0","0","0","3","2","1","28","4","1","1","4","17","0","0","0","0","0","11","0","0","3","3","0","0","1","116","134","17","1","11","1","13","0","10","0","18","52","5","12","0","116","134","17","1","11","1","13","0","10","0","18","52","5","12","0","0","0","36","4","1","0","5","0","0","1","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
"L51633","CompressingTermVectorsWriter$DocData","org.apache.lucene.codecs.compressing.CompressingTermVectorsWriter$DocData","L51261","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingTermVectorsWriter.java","93","3","118","4","0","0","0","0","0","0","0","0","1","1","1","6","1","1","2","1","3","1","0.037037","1","1","1","0","0.037037","1","0","0","0","0","0","26","26","5","0","5","0","2","0","0","0","2","15","0","0","0","26","26","5","0","5","0","2","0","0","0","2","15","0","0","0","0","0","6","0","5","0","1","0","4","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51639","CompressingTermVectorsWriter$FieldData","org.apache.lucene.codecs.compressing.CompressingTermVectorsWriter$FieldData","L51261","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressingTermVectorsWriter.java","143","3","197","4","0","0","0","0","0","0","0","0","1","2","2","12","2","2","3","2","5","1","0.0178571","1","1","1","0","0.0178571","1","0","0","0","0","0","55","55","14","0","14","0","3","0","0","0","3","34","0","0","0","55","55","14","0","14","0","3","0","0","0","3","34","0","0","0","0","0","11","0","12","0","4","0","8","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L51905","CompressionMode$1","org.apache.lucene.codecs.compressing.CompressionMode$1","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","44","68","61","4","0","0","0","0","0","0","0","0","3","0","0","3","4","0","0","1","4","0","0","0","0","0","4","0","0","1","1","0","0","1","14","18","4","0","0","0","3","0","3","0","4","3","3","3","0","14","18","4","0","0","0","3","0","3","0","4","3","3","3","0","0","0","12","0","0","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L51921","CompressionMode$2","org.apache.lucene.codecs.compressing.CompressionMode$2","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","69","80","86","4","0","0","0","0","0","0","0","0","3","0","0","3","5","0","0","2","5","0","0","0","0","0","4","0","0","1","1","0","0","1","14","18","4","0","0","0","3","0","3","0","4","3","3","3","0","14","18","4","0","0","0","3","0","3","0","4","3","3","3","0","0","0","12","0","0","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L51940","CompressionMode$3","org.apache.lucene.codecs.compressing.CompressionMode$3","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","94","82","111","4","0","0","0","0","0","0","0","0","3","0","0","3","4","0","0","1","4","0","0","0","0","0","4","0","0","1","1","0","0","1","14","18","4","0","0","0","3","0","3","0","4","3","3","3","0","14","18","4","0","0","0","3","0","3","0","4","3","3","3","0","0","0","12","0","0","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L51953","CompressionMode$4","org.apache.lucene.codecs.compressing.CompressionMode$4","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","126","75","148","4","0","0","0","0","0","0","0","0","2","1","1","4","4","0","0","1","3","0","0.05","1","0","0","3","0.05","1","1","1","0","0","1","19","23","0","0","0","0","2","0","2","0","3","9","0","2","0","19","23","0","0","0","0","2","0","2","0","3","9","0","2","0","0","0","8","0","1","0","0","0","0","1","0","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L51910","CompressionMode$LZ4FastCompressor","org.apache.lucene.codecs.compressing.CompressionMode$LZ4FastCompressor","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","150","3","164","4","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","2","4","0","0","0","0","0","2","0","0","1","1","0","0","1","11","15","1","0","1","0","2","0","1","0","3","2","0","1","0","11","15","1","0","1","0","2","0","1","0","3","2","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51943","CompressionMode$LZ4HighCompressor","org.apache.lucene.codecs.compressing.CompressionMode$LZ4HighCompressor","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","166","3","180","4","0","0","0","0","0","0","0","0","1","0","0","2","4","1","1","3","5","0","0","0","0","0","2","0","0","1","1","0","0","1","11","15","1","0","1","0","2","0","1","0","3","2","0","1","0","11","15","1","0","1","0","2","0","1","0","3","2","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51932","CompressionMode$DeflateDecompressor","org.apache.lucene.codecs.compressing.CompressionMode$DeflateDecompressor","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","182","3","236","4","0","0","0","0","0","0","0","0","1","2","2","9","5","1","1","6","9","0","0","0","0","0","3","0","0","1","1","0","0","1","48","55","2","0","2","0","3","0","2","0","4","28","0","2","0","48","55","2","0","2","0","3","0","2","0","4","28","0","2","0","0","0","9","0","3","0","0","0","2","0","0","0","0","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L51924","CompressionMode$DeflateCompressor","org.apache.lucene.codecs.compressing.CompressionMode$DeflateCompressor","L50801","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\CompressionMode.java","238","3","277","4","0","0","0","0","0","0","0","0","1","2","2","5","3","1","1","4","6","0","0.030303","1","0","0","2","0.030303","1","1","1","0","0","1","32","40","2","0","2","0","2","0","1","0","3","19","0","1","0","32","40","2","0","2","0","2","0","1","0","3","19","0","1","0","0","0","7","0","2","0","0","0","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51967","LZ4$HashTable","org.apache.lucene.codecs.compressing.LZ4$HashTable","L51970","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\LZ4.java","184","3","199","4","0","0","0","0","0","0","0","0","1","1","1","4","4","2","1","5","6","0","0","0","0","0","1","0","0","0","0","0","0","0","14","16","2","0","2","0","1","0","0","0","1","6","0","0","0","14","16","2","0","2","0","1","0","0","0","1","6","0","0","0","0","0","5","0","2","0","0","0","1","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L52159","LZ4$Match","org.apache.lucene.codecs.compressing.LZ4$Match","L51970","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\LZ4.java","255","3","267","4","0","0","0","0","0","0","0","0","1","0","0","2","0","2","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","11","13","3","0","3","0","2","0","0","0","2","4","0","0","0","11","13","3","0","3","0","2","0","0","0","2","4","0","0","0","0","0","7","0","4","0","1","0","3","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51986","LZ4$HCHashTable","org.apache.lucene.codecs.compressing.LZ4$HCHashTable","L51970","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\compressing\LZ4.java","275","3","402","4","0","0","0","0","0","0","0","0","1","3","3","29","2","2","2","5","13","0","0.0265487","3","0","0","1","0.0265487","3","0","0","0","0","0","110","128","6","0","6","0","8","0","0","0","8","75","0","0","0","110","128","6","0","6","0","8","0","0","0","8","75","0","0","0","0","0","22","0","6","0","0","0","6","0","1","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L52372","DummyCompressingCodec","org.apache.lucene.codecs.compressing.dummy.DummyCompressingCodec","L52409","L103","D:\Descargas\lucene-4.10.0\test-framework\src\java\org\apache\lucene\codecs\compressing\dummy\DummyCompressingCodec.java","34","1","97","2","0","0","0","0","0","0","0","0","0","0","0","3","7","2","1","7","9","1","0.238095","5","5","3","0","0.0961538","5","4","4","0","0","1","16","24","9","2","3","0","2","1","2","0","27","2","1","25","1","47","64","13","2","3","0","8","1","8","0","36","13","4","31","1","0","0","33","0","1","0","0","0","0","2","0","0","0","0","25","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0"
"L52509","DocValuesConsumer$1","org.apache.lucene.codecs.DocValuesConsumer$1","L52494","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","130","44","199","22","0.130233","4","4","4","0.214286","0.206349","15","13","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","63","70","9","0","9","0","5","0","4","1","5","29","0","4","1","0","0","43","0","1","0","0","23","0","1","0","0","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L52550","DocValuesConsumer$2","org.apache.lucene.codecs.DocValuesConsumer$2","L52538","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","211","45","280","21","0.242718","7","10","7","0.357143","0.349206","25","22","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0.015625","1","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","63","70","9","0","9","0","5","0","4","1","5","29","0","4","1","0","0","52","0","0","0","0","32","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"L52592","DocValuesConsumer$3","org.apache.lucene.codecs.DocValuesConsumer$3","L52579","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","296","32","357","10","0.614035","6","12","6","0.629032","0.636364","39","35","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","55","62","6","0","6","0","5","0","4","1","5","26","0","4","1","0","0","56","0","0","0","0","38","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L52621","DocValuesConsumer$4","org.apache.lucene.codecs.DocValuesConsumer$4","L52579","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","359","32","430","10","0.213592","3","5","3","0.305556","0.296875","22","19","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","64","72","8","0","8","0","5","0","4","1","5","32","0","4","1","0","0","50","0","0","0","0","32","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L52686","DocValuesConsumer$5","org.apache.lucene.codecs.DocValuesConsumer$5","L52650","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","475","34","504","10","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","27","30","1","0","1","0","4","0","4","0","4","10","0","4","0","0","0","15","0","0","0","0","0","0","1","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L52707","DocValuesConsumer$6","org.apache.lucene.codecs.DocValuesConsumer$6","L52650","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","506","32","569","10","0.524064","7","12","7","0.546875","0.553571","35","31","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0.0175439","1","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","56","64","7","0","7","0","5","0","4","1","5","26","0","4","1","0","0","56","0","0","0","0","38","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L52754","DocValuesConsumer$7","org.apache.lucene.codecs.DocValuesConsumer$7","L52734","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","615","34","644","10","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","27","30","1","0","1","0","4","0","4","0","4","10","0","4","0","0","0","15","0","0","0","0","0","0","1","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L52769","DocValuesConsumer$8","org.apache.lucene.codecs.DocValuesConsumer$8","L52734","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","646","32","711","10","0.576923","6","12","6","0.606061","0.603448","40","35","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0.0169492","1","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","58","66","6","0","6","0","5","0","4","1","5","28","0","4","1","0","0","56","0","0","0","0","38","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L52794","DocValuesConsumer$9","org.apache.lucene.codecs.DocValuesConsumer$9","L52734","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","713","32","795","10","0.360153","4","8","4","0.39759","0.391892","33","29","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0.0133333","1","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","74","83","10","0","10","0","5","0","4","1","5","38","0","4","1","0","0","61","0","1","0","0","38","0","1","3","0","0","0","16","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0"
"L52858","DocValuesConsumer$10","org.apache.lucene.codecs.DocValuesConsumer$10","L43985","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\DocValuesConsumer.java","832","35","861","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","9","10","0","0","0","0","1","0","1","0","1","3","0","1","0","26","30","0","0","0","0","4","0","4","0","4","9","0","4","0","0","0","15","0","0","0","0","0","0","1","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L53084","Lucene3xCodec$1","org.apache.lucene.codecs.lucene3x.Lucene3xCodec$1","L53048","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xCodec.java","70","83","80","4","0","0","0","0","0","0","0","0","2","0","0","2","5","0","0","0","2","0","0.0909091","1","0","0","3","0.0909091","1","2","2","0","0","1","10","11","2","1","0","0","2","0","2","0","8","2","0","7","0","10","11","2","1","0","0","2","0","2","0","8","2","0","7","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L53189","Lucene3xFields$PreTerms","org.apache.lucene.codecs.lucene3x.Lucene3xFields$PreTerms","L53168","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xFields.java","180","3","250","4","0","0","0","0","0","0","0","0","3","1","1","13","8","1","2","7","19","0","0.05","3","0","0","12","0.05","3","1","2","0","0","2","57","71","2","6","1","4","12","0","11","0","16","17","1","14","0","57","71","2","6","1","4","12","0","11","0","16","17","1","14","0","0","0","31","0","1","0","0","0","1","1","0","0","0","0","27","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0"
"L53258","Lucene3xFields$PreTermsEnum","org.apache.lucene.codecs.lucene3x.Lucene3xFields$PreTermsEnum","L53168","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xFields.java","252","3","953","4","0.0329083","1","6","2","0.0327635","0.05","23","22","4","6","6","125","16","1","1","34","53","0","0.241379","140","26","0","11","0.241379","140","2","2","0","0","1","440","702","16","1","13","1","19","0","10","1","26","289","2","16","1","440","702","16","1","13","1","19","0","10","1","26","289","2","16","1","0","0","67","33","10","0","33","10","8","1","11","0","7","2","31","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0"
"L53397","Lucene3xFields$PreDocsEnum","org.apache.lucene.codecs.lucene3x.Lucene3xFields$PreDocsEnum","L53168","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xFields.java","955","3","1006","4","0","0","0","0","0","0","0","0","1","1","1","10","7","1","1","9","17","0","0","0","0","0","7","0","0","2","2","0","0","1","45","52","6","1","2","1","8","0","6","0","12","16","3","8","0","45","52","6","1","2","1","8","0","6","0","12","16","3","8","0","0","0","21","0","2","0","0","0","1","0","0","0","0","0","19","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0"
"L53410","Lucene3xFields$PreDocsAndPositionsEnum","org.apache.lucene.codecs.lucene3x.Lucene3xFields$PreDocsAndPositionsEnum","L53168","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xFields.java","1008","3","1079","4","0","0","0","0","0","0","0","0","3","1","1","14","9","1","1","11","23","0","0","0","0","0","11","0","0","3","3","0","0","1","61","72","8","2","2","2","12","0","10","0","17","20","5","12","0","61","72","8","2","2","2","12","0","10","0","17","20","5","12","0","0","0","30","0","2","0","0","0","1","1","0","0","0","0","27","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0"
"L53505","Lucene3xNormsProducer$NormsDocValues","org.apache.lucene.codecs.lucene3x.Lucene3xNormsProducer$NormsDocValues","L53491","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xNormsProducer.java","168","3","201","4","0","0","0","0","0","0","0","0","0","2","2","4","5","1","2","4","6","0.5","0.133333","4","2","1","1","0.117647","4","0","0","0","0","0","26","30","3","1","3","1","2","0","1","0","2","13","0","1","0","30","34","3","1","3","1","3","0","2","0","4","14","0","2","0","0","0","12","0","2","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"L53971","Lucene3xTermVectorsReader$TVFields","org.apache.lucene.codecs.lucene3x.Lucene3xTermVectorsReader$TVFields","L53893","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xTermVectorsReader.java","202","3","288","4","0.874074","4","12","4","0.804598","0.816901","70","58","2","2","2","10","8","2","1","8","12","0","0.0847458","5","0","0","5","0.0657895","5","1","1","0","0","1","54","67","4","1","3","0","4","0","4","0","6","33","1","5","0","71","87","5","1","4","0","7","0","7","0","9","38","1","8","0","0","0","70","0","0","0","0","46","0","2","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L53992","Lucene3xTermVectorsReader$TVTerms","org.apache.lucene.codecs.lucene3x.Lucene3xTermVectorsReader$TVTerms","L53893","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xTermVectorsReader.java","290","3","371","4","0.268041","1","3","1","0.170732","0.2","14","14","3","2","2","14","7","1","1","11","22","0","0.0140845","1","0","0","12","0.0140845","1","1","1","0","0","1","70","82","6","6","5","4","11","0","11","0","15","26","1","14","0","70","82","6","6","5","4","11","0","11","0","15","26","1","14","0","0","0","39","0","0","0","0","11","0","1","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L54033","Lucene3xTermVectorsReader$TermAndPostings","org.apache.lucene.codecs.lucene3x.Lucene3xTermVectorsReader$TermAndPostings","L53893","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xTermVectorsReader.java","373","3","379","4","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","7","5","0","5","0","0","0","0","0","0","0","0","0","0","7","7","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","3","0","5","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L54015","Lucene3xTermVectorsReader$TVTermsEnum","org.apache.lucene.codecs.lucene3x.Lucene3xTermVectorsReader$TVTermsEnum","L53893","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\codecs\lucene3x\Lucene3xTermVectorsReader.java","381","3","552","4","0.0562914","1","3","1","0.0581395","0.0592105","10","9","4","4","4","32","13","1","1","16","30","0.142857","0.0197368","3","2","2","12","0.0193548","3","2","2","0","0","1","149","169","11","1","8","1","14","0","13","0","21","91","2","19","0","152","172","11","1","8","1","15","0","14","0","22","92","2","20","0","0","0","50","0","3","0","0","7","0","1","2","0","1","2","36","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0"
