"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L30750","TestBeiderMorseFilterFactory","org.apache.lucene.analysis.phonetic.TestBeiderMorseFilterFactory","L30479","L103","D:\Descargas\lucene-4.10.0\analysis\phonetic\src\test\org\apache\lucene\analysis\phonetic\TestBeiderMorseFilterFactory.java","29","1","76","2","0.178138","1","2","1","0.208333","0.227273","10","10","2","1","1","5","4","0","0","4","8","0.4","0.0444444","2","2","2","3","0.0434783","2","2","2","0","0","1","43","47","47","6","0","0","4","0","4","0","154","18","28","131","3","44","48","47","6","0","0","4","0","4","0","154","18","28","131","3","0","1","39","0","2","0","2","16","0","1","0","0","0","0","14","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0"
"L30766","TestDoubleMetaphoneFilterFactory","org.apache.lucene.analysis.phonetic.TestDoubleMetaphoneFilterFactory","L30479","L103","D:\Descargas\lucene-4.10.0\analysis\phonetic\src\test\org\apache\lucene\analysis\phonetic\TestDoubleMetaphoneFilterFactory.java","30","1","65","2","0.27673","1","2","1","0.277778","0.344828","10","10","2","1","1","4","5","0","0","4","7","0.25","0.0344828","1","1","1","3","0.0333333","1","2","2","0","0","1","28","35","47","6","0","0","3","0","3","0","153","17","28","130","3","29","36","47","6","0","0","3","0","3","0","153","17","28","130","3","0","1","37","0","6","0","6","16","0","1","0","0","0","0","12","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0"
"L30780","TestPhoneticFilter","org.apache.lucene.analysis.phonetic.TestPhoneticFilter","L30479","L103","D:\Descargas\lucene-4.10.0\analysis\phonetic\src\test\org\apache\lucene\analysis\phonetic\TestPhoneticFilter.java","36","1","118","2","0.224852","1","1","1","0.228916","0.231884","19","16","3","1","1","6","6","0","0","6","10","0.5","0.0689655","4","4","2","2","0.0547945","4","2","2","0","0","1","54","68","47","6","0","0","4","0","3","0","154","23","28","130","3","69","83","52","18","0","0","7","0","3","0","190","29","30","160","6","0","0","73","10","3","0","4","32","1","1","0","0","0","1","26","0","0","7","0","0","0","0","0","0","0","0","0","0","14","0"
"L30811","TestPhoneticFilterFactory","org.apache.lucene.analysis.phonetic.TestPhoneticFilterFactory","L30479","L103","D:\Descargas\lucene-4.10.0\analysis\phonetic\src\test\org\apache\lucene\analysis\phonetic\TestPhoneticFilterFactory.java","33","1","193","2","0.436","3","8","5","0.391304","0.453846","63","59","11","1","1","16","6","0","0","7","19","0.416667","0.123288","18","14","5","7","0.121622","18","2","2","0","0","1","128","159","47","6","0","0","12","0","11","0","162","78","28","138","3","130","161","47","6","0","0","12","0","11","0","162","78","28","138","3","0","1","66","13","25","0","24","35","1","1","0","0","0","1","22","0","0","13","0","0","0","0","0","0","0","0","0","0","8","0"
"L30861","PolishAnalyzer","org.apache.lucene.analysis.pl.PolishAnalyzer","L30844","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\apache\lucene\analysis\pl\PolishAnalyzer.java","44","1","178","2","0","0","0","0","0","0","0","0","1","1","1","10","16","3","5","14","23","1","0.494949","49","49","9","0","0.441667","53","2","2","0","0","1","50","112","10","7","4","2","9","2","8","0","30","20","4","19","1","67","135","12","7","6","2","9","2","8","0","30","20","4","19","1","0","0","7","2","3","0","0","0","3","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L30931","TestPolishAnalyzer","org.apache.lucene.analysis.pl.TestPolishAnalyzer","L30844","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\test\org\apache\lucene\analysis\pl\TestPolishAnalyzer.java","26","1","55","2","0","0","0","0","0","0","0","0","3","0","0","4","5","0","0","9","13","0.8","0.259259","7","5","4","1","0.259259","7","2","2","0","0","1","20","30","47","6","0","0","4","0","4","0","154","11","28","131","3","20","30","47","6","0","0","4","0","4","0","154","11","28","131","3","0","0","12","4","1","0","3","0","0","1","0","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","8","0"
"L30921","StempelFilter","org.apache.lucene.analysis.stempel.StempelFilter","L30943","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\apache\lucene\analysis\stempel\StempelFilter.java","33","1","83","2","0","0","0","0","0","0","0","0","1","3","3","7","6","2","2","7","10","1","0.490909","27","26","4","0","0.490909","27","3","3","0","0","1","28","51","13","6","5","0","3","1","3","0","37","11","3","30","0","28","51","13","6","5","0","3","1","3","0","37","11","3","30","0","0","0","6","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L30975","StempelPolishStemFilterFactory","org.apache.lucene.analysis.stempel.StempelPolishStemFilterFactory","L30943","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\apache\lucene\analysis\stempel\StempelPolishStemFilterFactory.java","31","1","45","2","0","0","0","0","0","0","0","0","1","1","1","3","5","1","2","4","6","0.666667","0.25","4","4","2","1","0.25","4","2","2","0","0","1","12","15","7","12","0","0","2","0","2","0","36","4","1","22","1","12","15","7","12","0","0","2","0","2","0","36","4","1","22","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L30926","StempelStemmer","org.apache.lucene.analysis.stempel.StempelStemmer","L30943","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\apache\lucene\analysis\stempel\StempelStemmer.java","39","1","101","2","0","0","0","0","0","0","0","0","1","2","2","7","3","3","3","4","8","1","0.454545","30","30","5","0","0.454545","30","0","0","0","0","0","36","63","2","0","2","0","4","0","4","0","4","19","0","4","0","36","63","2","0","2","0","4","0","4","0","4","19","0","4","0","0","0","2","0","8","0","2","0","4","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L31015","TestStempelPolishStemFilterFactory","org.apache.lucene.analysis.stempel.TestStempelPolishStemFilterFactory","L30943","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\test\org\apache\lucene\analysis\stempel\TestStempelPolishStemFilterFactory.java","31","1","52","2","0.494382","1","2","1","0.454545","0.5","10","10","2","1","1","3","4","0","0","4","6","0.666667","0.173913","4","4","2","1","0.166667","4","2","2","0","0","1","19","21","47","6","0","0","2","0","2","0","152","9","28","129","3","20","22","47","6","0","0","2","0","2","0","152","9","28","129","3","0","1","35","0","2","0","2","16","0","1","0","0","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0"
"L31162","BaseUIMATokenizer","org.apache.lucene.analysis.uima.BaseUIMATokenizer","L31029","L103","D:\Descargas\lucene-4.10.0\analysis\uima\src\java\org\apache\lucene\analysis\uima\BaseUIMATokenizer.java","38","1","96","2","0","0","0","0","0","0","0","0","2","1","1","8","4","2","4","5","10","0.5","0.290909","16","16","1","1","0.290909","16","3","3","2","2","1","39","59","15","6","5","0","5","0","1","0","43","17","2","29","2","39","59","15","6","5","0","5","0","1","0","43","17","2","29","2","0","0","10","0","1","0","0","0","0","1","0","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0"
"L31187","UIMAAnnotationsTokenizer","org.apache.lucene.analysis.uima.UIMAAnnotationsTokenizer","L31029","L103","D:\Descargas\lucene-4.10.0\analysis\uima\src\java\org\apache\lucene\analysis\uima\UIMAAnnotationsTokenizer.java","36","1","93","2","0","0","0","0","0","0","0","0","1","1","1","9","7","2","2","8","13","0.2","0.0576923","3","3","1","4","0.0576923","3","4","4","0","0","1","49","58","19","6","4","0","5","0","4","0","46","23","2","32","2","49","58","19","6","4","0","5","0","4","0","46","23","2","32","2","0","0","16","0","2","0","0","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0"
